;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
8380;femenino;comercio;tienda;villa hermosa;2.0;8.0;2018-05-02;6000000.0;microempresarial
8381;masculino;comercio;tienda;santo domingo savio;1.0;3.0;2018-11-09;7600000.0;microempresarial
8382;masculino;comercio;restaurante;robledo;3.0;7.0;2017-06-27;7000000.0;microempresarial
8383;femenino;industria;fabrica de;campo valdes no. 1;3.0;4.0;2018-03-06;2000000.0;microempresarial
8384;femenino;industria;fabrica de;santo domingo savio;1.0;1.0;2016-08-19;3000000.0;microempresarial
8385;femenino;servicio;variedades;san javier no.1;3.0;13.0;2018-12-06;7500000.0;microempresarial
8386;femenino;servicio;billares;granizal;1.0;1.0;2018-07-13;6000000.0;microempresarial
8387;masculino;comercio;fabrica de;robledo;2.0;7.0;2018-02-19;3000000.0;microempresarial
8388;masculino;servicio;comidas rapidas;el salvador;3.0;9.0;2016-10-10;4000000.0;microempresarial
8389;femenino;comercio;variedades;barrio caicedo;2.0;9.0;2017-06-14;6500000.0;microempresarial
8390;femenino;industria;fabrica de;manrique central no. 1;1.0;4.0;2016-11-04;6890000.0;microempresarial
8391;masculino;comercio;variedades;centro admtivo;3.0;10.0;2017-11-07;2000000.0;microempresarial
8392;masculino;comercio;variedades;popular;2.0;1.0;2018-07-18;7800000.0;microempresarial
8393;femenino;servicio;mantenimiento en;castilla;3.0;5.0;2018-05-22;7860000.0;microempresarial
8394;femenino;comercio;variedades;carpinelo;2.0;1.0;2017-03-27;7000000.0;microempresarial
8395;femenino;industria;miscelanea;pedregal;3.0;6.0;2016-08-30;3000000.0;microempresarial
8396;femenino;servicio;peluqueria;altavista;3.0;16.0;2017-03-28;7370000.0;microempresarial
8397;femenino;comercio;variedades;barrio caicedo;2.0;9.0;2018-05-31;7000000.0;microempresarial
8398;femenino;comercio;comidas rapidas;robledo;3.0;7.0;2018-09-14;7000000.0;microempresarial
8400;femenino;industria;fabrica de;calasanz;1.0;12.0;2017-08-29;6000000.0;microempresarial
8401;femenino;comercio;tienda;campo valdes no. 1;3.0;4.0;2016-05-27;6890000.0;microempresarial
8402;femenino;comercio;restaurante;la loma;1.0;;2019-02-14;4000000.0;microempresarial
8403;femenino;comercio;cafeteria;manrique central no. 1;2.0;4.0;2018-02-09;7000000.0;microempresarial
8404;masculino;comercio;comidas rapidas;manrique oriental;2.0;3.0;2019-05-31;8200000.0;microempresarial
8405;femenino;industria;fabrica de;buenos aires;2.0;9.0;2018-05-22;5000000.0;juridica y cap.semilla
8406;masculino;servicio;panaderia;belen;3.0;16.0;2018-02-22;7000000.0;microempresarial
8407;femenino;servicio;productos de belleza;santa cruz;2.0;2.0;2018-04-13;7800000.0;microempresarial
8408;masculino;comercio;legumbreria;el socorro;1.0;13.0;2018-04-18;1000000.0;microempresarial
8409;masculino;industria;restaurante;la floresta;3.0;12.0;2018-02-15;5000000.0;microempresarial
8410;femenino;industria;fabrica de;picacho;2.0;6.0;2017-11-21;4000000.0;microempresarial
8412;femenino;servicio;peluqueria;buenos aires;2.0;9.0;2017-10-24;7300000.0;microempresarial
8413;masculino;comercio;fabrica de;tricentenario;3.0;5.0;2018-08-03;7800000.0;microempresarial
8414;masculino;comercio;variedades;la floresta;3.0;12.0;2017-08-23;6000000.0;microempresarial
8415;femenino;industria;venta de lacteos;enciso;2.0;8.0;2019-03-18;7000000.0;microempresarial
8416;femenino;servicio;peluqueria;barrio caicedo;2.0;9.0;2018-04-24;7000000.0;microempresarial
8417;femenino;industria;fabrica de;guayabal;3.0;15.0;2016-06-08;6890000.0;microempresarial
8418;masculino;comercio;ebanistaria;la loma;2.0;;2017-08-11;5000000.0;microempresarial
8419;femenino;servicio;peluqueria;la milagrosa;3.0;9.0;2017-02-17;5000000.0;microempresarial
8420;masculino;comercio;tienda;buenos aires;1.0;9.0;2017-10-05;4400000.0;microempresarial
8421;femenino;comercio;productos de belleza;manrique central no. 1;2.0;4.0;2019-06-05;5250000.0;microempresarial
8422;femenino;industria;fabrica de calzado;robledo;2.0;7.0;2018-03-23;7800000.0;microempresarial
8423;femenino;comercio;cafeteria;castilla;2.0;5.0;2017-10-24;6000000.0;microempresarial
8424;femenino;industria;fabrica de;popular;1.0;1.0;2019-04-09;8000000.0;microempresarial
8425;femenino;industria;fabrica de;oleoducto;2.0;5.0;2018-02-01;4000000.0;microempresarial
8426;femenino;comercio;panaderia;santa cruz;2.0;2.0;2017-06-05;7377000.0;microempresarial
8427;femenino;comercio;comidas rapidas;cabecera san cristobal;1.0;;2017-01-11;1000000.0;microempresarial
8428;femenino;servicio;servicios;san javier no.1;1.0;13.0;2018-05-11;7800000.0;microempresarial
8429;masculino;comercio;tienda;cabecera san antonio;1.0;;2018-04-06;7800000.0;microempresarial
8430;femenino;comercio;fabrica de alimentos;santo domingo savio;2.0;1.0;2019-04-24;8000000.0;microempresarial
8431;masculino;servicio;mantenimiento en;tejelo;3.0;2.0;2018-12-17;6750000.0;microempresarial
8433;femenino;servicio;peluqueria;kennedy;3.0;6.0;2018-07-03;7000000.0;microempresarial
8434;femenino;comercio;tienda;la floresta;1.0;12.0;2016-06-07;5000000.0;microempresarial
8436;femenino;comercio;tienda;la loma;3.0;;2018-02-28;7800000.0;microempresarial
8437;masculino;comercio;variedades;robledo;3.0;7.0;2017-04-19;7300000.0;microempresarial
8438;femenino;comercio;almacen de ropa en;los cerros el vergel;2.0;9.0;2017-02-06;7370000.0;microempresarial
8439;femenino;comercio;distribuidora de;castilla;3.0;5.0;2018-03-21;7800000.0;microempresarial
8440;masculino;comercio;tienda;belencito;3.0;13.0;2016-11-10;4000000.0;microempresarial
8441;femenino;comercio;comidas rapidas;buenos aires;3.0;9.0;2017-06-21;7300000.0;microempresarial
8442;masculino;servicio;peluqueria;pedregal;3.0;6.0;2017-06-30;7000000.0;microempresarial
8443;femenino;comercio;cafe e internet;enciso;3.0;8.0;2016-09-23;6890000.0;microempresarial
8444;femenino;comercio;comidas rapidas;villa hermosa;3.0;8.0;2018-05-11;6000000.0;microempresarial
8445;femenino;comercio;comidas rapidas;popular;2.0;1.0;2017-07-26;3000000.0;microempresarial
8446;femenino;servicio;fabrica de;robledo;3.0;7.0;2018-04-13;7800000.0;microempresarial
8447;femenino;comercio;tienda;santo domingo savio;1.0;1.0;2017-02-23;7300000.0;microempresarial
8448;femenino;comercio;almacen de ropa en;20 de julio;2.0;13.0;2018-08-21;3000000.0;microempresarial
8449;femenino;industria;fabrica de productos;loreto;3.0;9.0;2018-08-22;7812000.0;microempresarial
8450;masculino;servicio;mantenimiento en;santo domingo savio;1.0;1.0;2018-05-23;6500000.0;microempresarial
8451;femenino;industria;variedades;castilla;3.0;5.0;2017-06-21;7377000.0;microempresarial
8452;masculino;comercio;variedades;san javier no.1;1.0;13.0;2018-07-03;7000000.0;microempresarial
8453;masculino;industria;fabrica de;guayabal;3.0;15.0;2016-05-12;6890000.0;microempresarial
8454;masculino;comercio;publicidad y;buenos aires;2.0;9.0;2017-06-23;7000000.0;microempresarial
8455;masculino;servicio;recreativo educativo;13 de noviembre;1.0;8.0;2018-05-03;5000000.0;microempresarial
8456;femenino;comercio;tienda;popular;1.0;1.0;2018-10-18;7800000.0;microempresarial
8457;masculino;comercio;tienda;santo domingo savio;1.0;1.0;2018-03-05;7500000.0;microempresarial
8458;masculino;comercio;comidas rapidas;campo valdes no. 1;2.0;4.0;2016-10-19;3000000.0;microempresarial
8459;masculino;comercio;granero;jardin botanico;2.0;4.0;2016-11-29;1000000.0;microempresarial
8460;masculino;comercio;fabrica de calzado;robledo;3.0;7.0;2018-08-29;7800000.0;microempresarial
8461;femenino;comercio;variedades;versalles no. 1;2.0;3.0;2017-03-28;5000000.0;microempresarial
8462;femenino;comercio;tienda;villatina;1.0;8.0;2018-04-30;7800000.0;microempresarial
8463;femenino;comercio;variedades;santa cruz;2.0;2.0;2018-01-25;5000000.0;microempresarial
8464;masculino;comercio;variedades;robledo;2.0;7.0;2018-12-11;7800000.0;microempresarial
8465;masculino;servicio;fabrica de;manrique central no. 1;1.0;4.0;2017-10-30;7000000.0;microempresarial
8466;femenino;servicio;peluqueria;robledo;3.0;7.0;2017-05-19;7000000.0;microempresarial
8467;femenino;comercio;papeleria;doce de octubre no.1;2.0;6.0;2016-10-06;2000000.0;microempresarial
8468;femenino;comercio;productos de belleza;castilla;3.0;5.0;2019-06-14;7500000.0;microempresarial
8469;femenino;industria;fabrica de;la milagrosa;3.0;9.0;2017-06-05;1000000.0;microempresarial
8470;masculino;comercio;comidas rapidas;castilla;3.0;5.0;2018-11-14;6500000.0;microempresarial
8471;femenino;servicio;papeleria;la sierra;2.0;8.0;2019-05-03;5250000.0;microempresarial
8472;femenino;industria;fabrica de;belencito;2.0;13.0;2017-03-30;7000000.0;microempresarial
8473;femenino;industria;fabrica de;manrique oriental;2.0;3.0;2016-09-01;6890000.0;microempresarial
8474;femenino;servicio;tienda de helados;cabecera san antonio;3.0;;2017-11-02;2500000.0;microempresarial
8475;femenino;comercio;tienda;cabecera san cristobal;1.0;;2018-06-07;7800000.0;microempresarial
8477;femenino;servicio;distribuidora de;santa cruz;2.0;2.0;2016-10-28;6000000.0;microempresarial
8478;femenino;comercio;venta de calzado;popular;2.0;13.0;2017-05-03;6300000.0;microempresarial
8479;femenino;comercio;restaurante;belen;2.0;16.0;2017-01-25;7377000.0;microempresarial
8480;masculino;servicio;mensajeria;castilla;3.0;5.0;2017-01-23;7370000.0;microempresarial
8481;femenino;servicio;miscelanea;buenos aires;1.0;9.0;2016-12-22;6890000.0;microempresarial
8482;femenino;comercio;distribuidora de;calasanz;3.0;12.0;2018-05-17;1000000.0;microempresarial
8483;masculino;comercio;papeleria;buenos aires;1.0;9.0;2017-08-16;6000000.0;microempresarial
8484;femenino;comercio;variedades;robledo;2.0;7.0;2017-10-02;3000000.0;microempresarial
8485;femenino;industria;fabrica de;pedregal;3.0;6.0;2017-04-05;7300000.0;microempresarial
8486;masculino;servicio;productos de belleza;guayabal;3.0;15.0;2016-10-28;4615000.0;microempresarial
8487;masculino;industria;fabrica de;popular;1.0;1.0;2018-05-15;7812000.0;microempresarial
8488;masculino;industria;fabrica de;manrique central no. 2;2.0;3.0;2018-06-21;6000000.0;microempresarial
8489;femenino;comercio;variedades;buenos aires;3.0;9.0;2019-01-18;8200000.0;microempresarial
8490;masculino;servicio;organización y;barrio caicedo;1.0;9.0;2018-10-11;7000000.0;microempresarial
8491;femenino;industria;fabrica de;buenos aires;3.0;9.0;2018-06-21;4000000.0;microempresarial
8492;femenino;comercio;comidas rapidas;buenos aires;3.0;9.0;2017-01-06;6000000.0;microempresarial
8493;masculino;comercio;tienda;buenos aires;2.0;9.0;2019-06-28;1500000.0;microempresarial
8494;femenino;servicio;peluqueria;pedregal;3.0;6.0;2017-09-06;7300000.0;microempresarial
8495;femenino;industria;fabrica de;campo valdes no. 1;2.0;4.0;2017-10-25;6000000.0;microempresarial
8496;masculino;servicio;mantenimiento en;loreto;3.0;9.0;2018-02-12;4200000.0;microempresarial
8497;masculino;industria;fabrica de;loreto;3.0;9.0;2017-01-30;7377000.0;microempresarial
8498;femenino;comercio;fotografia;popular;2.0;1.0;2018-02-15;7300000.0;microempresarial
8499;masculino;comercio;tienda;robledo;1.0;7.0;2016-10-31;6000000.0;microempresarial
8500;masculino;comercio;comidas rapidas;la milagrosa;2.0;9.0;2017-10-11;4000000.0;microempresarial
8501;femenino;comercio;tienda;enciso;2.0;8.0;2018-08-01;4000000.0;microempresarial
8502;masculino;servicio;barberia;barrio caicedo;2.0;9.0;2018-11-15;7800000.0;microempresarial
8503;masculino;comercio;carniceria;robledo;2.0;7.0;2018-03-07;7500000.0;microempresarial
8505;femenino;servicio;recreativo educativo;aranjuez;2.0;4.0;2017-09-12;7300000.0;microempresarial
8506;femenino;industria;fabrica de;castilla;3.0;5.0;2016-09-30;6890000.0;microempresarial
8507;femenino;comercio;variedades;buenos aires;3.0;9.0;2016-03-29;6890000.0;microempresarial
8508;femenino;comercio;variedades;castilla;3.0;5.0;2017-08-11;2000000.0;microempresarial
8509;femenino;servicio;venta de lacteos;buenos aires;1.0;9.0;2017-10-27;7000000.0;microempresarial
8510;femenino;comercio;almacen de ropa en;granizal;2.0;1.0;2019-03-28;8200000.0;microempresarial
8512;masculino;servicio;mantenimiento en;santa cruz;2.0;2.0;2018-07-16;7800000.0;microempresarial
8513;femenino;comercio;bares;castilla;3.0;5.0;2018-07-27;7800000.0;microempresarial
8514;masculino;comercio;legumbreria;moravia;2.0;4.0;2016-08-03;6890000.0;microempresarial
8515;femenino;industria;fabrica de;belencito;2.0;13.0;2017-12-12;3000000.0;microempresarial
8516;femenino;industria;fabrica de;santo domingo savio;2.0;1.0;2018-07-03;800000.0;microempresarial
8518;femenino;comercio;panaderia;granizal;2.0;1.0;2018-05-30;4000000.0;microempresarial
8519;femenino;industria;fabrica de;buenos aires;2.0;9.0;2017-09-22;4000000.0;microempresarial
8520;masculino;comercio;restaurante;barrio caicedo;2.0;9.0;2018-02-26;7800000.0;microempresarial
8521;masculino;comercio;variedades;lopez de mesa;3.0;7.0;2017-03-16;7300000.0;microempresarial
8522;femenino;servicio;comidas rapidas;cabecera san cristobal;2.0;;2016-09-28;6000000.0;microempresarial
8523;masculino;comercio;reciclaje;san jose de la cima no.;2.0;3.0;2018-05-22;1500000.0;microempresarial
8524;masculino;comercio;granero;santo domingo savio;3.0;1.0;2018-11-20;7800000.0;microempresarial
8525;masculino;comercio;variedades;barrio caicedo;1.0;9.0;2018-05-17;4000000.0;microempresarial
8526;femenino;industria;fabrica de;robledo;3.0;7.0;2017-10-17;7300000.0;microempresarial
8527;femenino;comercio;almacen de ropa en;castilla;3.0;5.0;2016-12-02;6890000.0;microempresarial
8528;masculino;industria;fabrica de productos;el salvador;2.0;9.0;2018-01-16;7000000.0;microempresarial
8529;femenino;industria;carpinteria;cabecera san antonio;3.0;;2017-07-19;7000000.0;microempresarial
8530;femenino;comercio;bares;manrique central no. 1;3.0;4.0;2018-08-13;7800000.0;microempresarial
8531;femenino;comercio;comidas rapidas;belencito;2.0;13.0;2016-12-29;6000000.0;microempresarial
8532;masculino;comercio;variedades;manrique central no. 1;1.0;4.0;2018-09-24;4500000.0;microempresarial
8533;femenino;servicio;tienda;enciso;2.0;8.0;2016-08-26;5000000.0;microempresarial
8534;masculino;comercio;almacen de ropa en;barrio caicedo;2.0;9.0;2018-10-25;5000000.0;microempresarial
8535;femenino;comercio;mantenimiento en;tricentenario;3.0;13.0;2019-04-30;8281000.0;microempresarial
8536;femenino;comercio;almacen de ropa en;florencia;3.0;5.0;2017-04-07;6000000.0;microempresarial
8537;femenino;comercio;variedades;guayabal;2.0;15.0;2017-08-28;7000000.0;microempresarial
8538;femenino;comercio;productos de belleza;pedregal alto;3.0;;2017-10-24;6500000.0;microempresarial
8539;femenino;industria;fabrica de;buenos aires;3.0;9.0;2017-02-16;6000000.0;microempresarial
8540;femenino;comercio;legumbreria;lopez de mesa;3.0;7.0;2018-02-01;3000000.0;microempresarial
8544;femenino;comercio;tienda;santo domingo savio;2.0;1.0;2018-05-28;2800000.0;microempresarial
8546;masculino;comercio;organización y;manrique central no. 1;2.0;4.0;2016-10-05;3000000.0;microempresarial
8547;masculino;comercio;criadero de animales;palmitas;2.0;;2018-04-23;4000000.0;microempresarial
8548;masculino;servicio;barberia;belen;2.0;16.0;2016-12-21;6800000.0;microempresarial
8549;femenino;servicio;comidas rapidas;villa hermosa;3.0;8.0;2016-03-09;6500000.0;microempresarial
8550;femenino;comercio;restaurante;la frontera;2.0;2.0;2016-12-01;6890000.0;microempresarial
8551;masculino;comercio;almacen de ropa en;san pablo;2.0;1.0;2017-03-08;7000000.0;microempresarial
8552;femenino;comercio;panaderia;enciso;2.0;8.0;2018-05-07;7500000.0;microempresarial
8553;masculino;comercio;variedades;carpinelo;1.0;1.0;2018-10-18;7000000.0;microempresarial
8555;femenino;servicio;mantenimiento en;belen;3.0;16.0;2016-01-18;680000.0;microempresarial
8556;femenino;servicio;reciclaje;robledo;3.0;7.0;2017-11-15;7300000.0;microempresarial
8557;femenino;comercio;comidas rapidas;campo valdes no. 1;3.0;4.0;2017-05-09;7377000.0;microempresarial
8558;femenino;industria;fabrica de;san javier no.1;1.0;13.0;2018-02-20;6500000.0;microempresarial
8559;femenino;industria;fabrica de alimentos;aranjuez;3.0;4.0;2016-09-23;28267614.0;empresarial ed.
8560;femenino;comercio;venta de;villa del socorro;2.0;2.0;2017-05-11;5000000.0;microempresarial
8561;femenino;comercio;tienda;aures no. 2;2.0;7.0;2017-03-15;7300000.0;microempresarial
8563;femenino;industria;fabrica de;el triunfo;1.0;6.0;2017-06-22;7300000.0;microempresarial
8564;masculino;servicio;barberia;cabecera san antonio;2.0;;2019-06-06;3500000.0;microempresarial
8565;femenino;industria;fabrica de;villa hermosa;2.0;8.0;2017-09-05;7300000.0;microempresarial
8566;femenino;comercio;comidas rapidas;robledo;2.0;7.0;2018-02-12;1000000.0;microempresarial
8567;femenino;comercio;papeleria;robledo;2.0;7.0;2016-10-11;4000000.0;microempresarial
8568;masculino;comercio;fabrica de;barrio caicedo;2.0;9.0;2018-06-01;4000000.0;microempresarial
8569;masculino;comercio;variedades;robledo;2.0;7.0;2018-05-17;7000000.0;microempresarial
8570;masculino;comercio;variedades;aranjuez;2.0;4.0;2017-06-14;6000000.0;microempresarial
8571;femenino;comercio;variedades;santa cruz;2.0;1.0;2019-06-25;7200000.0;microempresarial
8572;femenino;industria;fabrica de;manrique oriental;2.0;3.0;2018-10-24;1000000.0;microempresarial
8573;masculino;comercio;fabrica de muebles;kennedy;2.0;6.0;2018-04-03;6000000.0;microempresarial
8574;masculino;comercio;tienda;robledo;2.0;7.0;2017-12-26;73000000.0;microempresarial
8575;femenino;industria;fabrica de;tejelo;3.0;5.0;2017-10-25;6000000.0;microempresarial
8576;masculino;servicio;tienda;girardot;3.0;5.0;2017-04-28;1200000.0;microempresarial
8577;masculino;servicio;comidas rapidas;manrique central no. 1;3.0;4.0;2016-07-26;6890000.0;microempresarial
8578;femenino;servicio;peluqueria;villa hermosa;3.0;8.0;2017-07-11;4000000.0;microempresarial
8579;femenino;industria;fabrica de;manrique central no. 2;2.0;3.0;2018-08-17;5000000.0;microempresarial
8580;masculino;comercio;comidas rapidas;buenos aires;3.0;9.0;2018-02-26;7800000.0;microempresarial
8581;femenino;comercio;variedades;olaya herrera;1.0;7.0;2017-01-19;4000000.0;microempresarial
8582;femenino;servicio;peluqueria;tejelo;3.0;5.0;2018-01-03;7000000.0;microempresarial
8583;femenino;comercio;comidas rapidas;campo valdes no. 1;3.0;4.0;2017-06-28;7370000.0;microempresarial
8584;femenino;industria;fabrica de;manrique central no. 2;2.0;3.0;2016-09-13;6890000.0;microempresarial
8585;masculino;comercio;miscelanea;aranjuez;2.0;4.0;2018-09-18;5500000.0;microempresarial
8586;femenino;comercio;variedades;cabecera san antonio;2.0;;2019-06-07;6300000.0;microempresarial
8587;masculino;comercio;panaderia;robledo;2.0;7.0;2016-08-31;6890000.0;microempresarial
8588;femenino;industria;fabrica de;manrique central no. 1;2.0;4.0;2017-10-24;7000000.0;microempresarial
8589;femenino;comercio;comidas rapidas;carpinelo;1.0;1.0;2018-06-05;3000000.0;microempresarial
